VGNUMMER,inOnderzoek,gebruiksdoel_bijeenkomstfunctie,gebruiksdoel_celfunctie,gebruiksdoel_gezondheidszorgfunctie,gebruiksdoel_industriefunctie,gebruiksdoel_kantoorfunctie,gebruiksdoel_logiesfunctie,gebruiksdoel_onderwijsfunctie,gebruiksdoel_overige gebruiksfunctie,gebruiksdoel_sportfunctie,gebruiksdoel_winkelfunctie,gebruiksdoel_woonfunctie
000019099576,0.0,0,0,0,1,0,0,0,0,0,0,0
000017973872,0.0,0,0,0,1,0,0,0,0,0,0,0
000001510924,0.0,0,0,0,1,0,0,0,0,0,0,0
000012903191,0.0,0,0,0,0,1,0,0,0,0,0,0
000000715077,0.0,0,0,0,1,0,0,0,0,0,0,0
000006715370,0.0,0,0,0,0,0,0,0,0,0,0,1
000013512455,0.0,0,0,0,0,0,0,0,0,0,0,1
000019935862,0.0,0,0,0,0,1,0,0,0,0,0,0
000018850782,0.0,0,0,0,1,0,0,0,0,0,0,0
000012950211,0.0,0,0,0,0,0,0,0,0,0,0,1
000003422844,0.0,0,0,0,0,0,0,0,0,0,0,1
000019034474,0.0,0,0,0,0,1,0,0,0,0,0,0
000014401304,0.0,0,0,0,1,0,0,0,0,0,0,0
000014235153,0.0,0,0,0,0,0,0,0,0,0,0,1
000007499981,0.0,0,0,0,0,1,0,0,0,0,0,0
000013158341,0.0,0,0,0,1,0,0,0,0,0,0,0
000018028888,0.0,0,0,0,0,0,0,0,1,0,0,0
000015993221,0.0,0,0,0,0,1,0,0,0,0,0,0
000004574427,0.0,0,0,0,0,0,0,0,0,0,0,1
000019958692,0.0,0,0,0,0,0,0,0,0,0,0,1
000011696133,0.0,0,0,0,0,0,0,0,0,0,0,1
000018070515,0.0,0,0,0,1,0,0,0,0,0,0,0
000018784305,0.0,0,0,0,0,1,0,0,0,0,0,0
000013617877,0.0,0,0,0,1,0,0,0,0,0,0,0
000020418264,0.0,0,0,0,0,1,0,0,0,0,0,0
000012015377,0.0,0,0,0,1,0,0,0,0,0,0,0
000007362471,0.0,0,0,0,0,0,0,0,0,0,0,1
000011772727,0.0,0,0,0,0,0,0,0,0,0,0,1
000003717755,0.0,0,0,0,0,0,0,0,0,0,0,1
000003517438,0.0,0,0,0,0,1,0,0,0,0,0,0
000006925545,0.0,0,0,0,1,0,0,0,0,0,0,0
000013455257,0.0,0,0,0,1,0,0,0,0,0,0,0
000001612905,0.0,0,0,0,0,0,0,0,0,0,0,1
000017401488,0.0,0,0,0,0,0,0,0,0,0,0,1
000019022751,0.0,0,0,0,0,0,0,0,0,0,0,1
000004687116,0.0,0,0,0,0,0,0,0,0,0,0,1
000019321570,0.0,0,0,0,0,1,0,0,0,0,0,0
000016061470,,0,0,0,0,0,0,0,0,0,0,0
000016323874,0.0,0,0,0,1,0,0,0,0,0,0,0
000025232371,0.0,0,0,0,1,0,0,0,0,0,0,0
000012158453,0.0,0,0,0,0,0,1,0,0,0,0,0
000001931466,0.0,0,0,0,0,1,0,0,0,0,0,0
000016978943,0.0,0,0,0,0,1,0,0,0,0,0,0
000020454058,0.0,0,0,0,0,0,0,0,0,0,0,1
000014017695,0.0,0,0,0,0,0,0,0,0,0,0,1
000017298091,0.0,0,0,0,0,0,0,0,0,0,0,1
000017028043,0.0,0,0,0,1,0,0,0,0,0,0,0
000010765069,0.0,0,0,0,0,0,0,0,0,0,0,1
000014311232,0.0,0,0,0,0,1,0,0,0,0,0,0
000019707843,0.0,0,0,0,1,0,0,0,0,0,0,0
000018303080,0.0,0,0,0,0,0,0,0,0,0,1,0
000006636705,0.0,0,0,0,0,0,0,0,0,0,0,1
000016562992,0.0,0,0,0,0,0,0,0,1,0,0,0
000016349350,,0,0,0,0,0,0,0,0,0,0,0
000027274675,0.0,0,0,0,1,0,0,0,0,0,0,0
000027274683,0.0,0,0,0,1,0,0,0,0,0,0,0
000015938220,0.0,0,0,0,1,0,0,0,0,0,0,0
000005475279,0.0,0,0,0,0,0,0,0,0,0,0,1
000020353421,0.0,0,0,0,1,0,0,0,0,0,0,0
000015846369,0.0,0,0,0,1,0,0,0,0,0,0,0
000017699622,0.0,0,0,0,1,0,0,0,0,0,0,0
000017699630,0.0,0,0,0,0,1,0,0,0,0,0,0
000021101558,0.0,0,0,0,0,1,0,0,0,0,0,0
000019638035,0.0,0,0,0,1,0,0,0,0,0,0,0
000000820628,0.0,0,0,0,1,0,0,0,0,0,0,0
000005739144,0.0,0,0,0,0,0,0,0,0,0,0,1
000009669906,0.0,0,0,0,0,0,0,0,0,0,0,1
000017712386,0.0,0,0,0,1,0,0,0,0,0,0,0
000003936309,0.0,0,0,0,0,1,0,0,0,0,0,0
000018745849,0.0,0,0,0,1,0,0,0,0,0,0,0
000020201214,0.0,0,0,0,0,1,0,0,0,0,0,0
000016459253,0.0,0,0,0,0,1,0,0,0,0,0,0
000016877292,0.0,0,0,0,0,1,0,0,0,0,0,0
000016876202,0.0,0,0,0,0,1,0,0,0,0,0,0
000016433726,0.0,0,0,0,0,1,0,0,0,0,0,0
000000745650,0.0,0,0,0,0,0,0,0,0,0,0,1
000020171544,0.0,0,0,0,0,1,0,0,0,0,0,0
000016181905,0.0,0,0,0,0,1,0,0,0,0,0,0
000014963930,0.0,0,0,0,1,0,0,0,0,0,0,0
000012289639,0.0,0,0,0,1,0,0,0,0,0,0,0
000018326021,0.0,0,0,0,0,1,0,0,0,0,0,0
000018326048,,0,0,0,0,0,0,0,0,0,0,0
000018326056,0.0,0,0,0,0,0,0,0,1,0,0,0
000018326064,0.0,0,0,0,1,0,0,0,0,0,0,0
000018326072,0.0,0,0,0,1,0,0,0,0,0,0,0
000006191630,0.0,0,0,0,0,0,0,0,0,0,0,1
000007926979,0.0,0,0,0,0,1,0,0,0,0,0,0
000018282342,0.0,0,0,0,1,0,0,0,0,0,0,0
000009196803,0.0,0,0,0,0,1,0,0,0,0,0,0
000019595794,0.0,0,0,0,0,1,0,0,0,0,0,0
000015961729,0.0,0,0,0,1,0,0,0,0,0,0,0
000018777856,0.0,0,0,0,1,0,0,0,0,0,0,0
000007106629,0.0,0,0,0,0,0,0,0,0,0,0,1
000006453015,0.0,0,0,0,0,0,0,0,0,0,0,1
000016716035,0.0,0,0,0,1,0,0,0,0,0,0,0
000017496039,0.0,0,0,0,1,0,0,0,0,0,0,0
000019927436,0.0,0,0,0,0,1,0,0,0,0,0,0
000017875862,0.0,0,0,0,0,1,0,0,0,0,0,0
000020549881,0.0,0,0,0,0,1,0,0,0,0,0,0
000010209417,0.0,0,0,0,0,0,0,0,0,0,0,1
000018270247,0.0,0,0,0,0,0,0,0,0,0,0,1
000016953215,0.0,0,0,0,1,0,0,0,0,0,0,0
000018359655,0.0,0,0,0,1,0,0,0,0,0,0,0
000016015800,0.0,0,0,0,0,1,0,0,0,0,0,0
000036014125,0.0,0,0,0,1,0,0,0,0,0,0,0
000013129929,,0,0,0,0,0,0,0,0,0,0,0
000013697072,0.0,0,0,0,0,0,0,0,0,0,0,1
000019537239,0.0,0,0,0,1,0,0,0,0,0,0,0
000001324497,0.0,0,0,0,0,0,0,0,0,0,0,1
000019614403,0.0,0,0,0,0,1,0,0,0,0,0,0
000008429839,0.0,0,0,0,0,0,0,0,1,0,0,0
000007025645,0.0,0,0,0,1,0,0,0,0,0,0,0
000017896223,0.0,0,0,0,1,0,0,0,0,0,0,0
000019339941,0.0,0,0,0,0,1,0,0,0,0,0,0
000008629293,0.0,0,0,0,0,0,0,0,1,0,0,0
000010406131,0.0,0,0,0,0,0,0,0,0,0,0,1
000009153179,0.0,0,0,0,0,0,0,0,0,0,0,1
000016743369,0.0,0,0,0,1,0,0,0,0,0,0,0
000002774798,0.0,0,0,0,1,0,0,0,0,0,0,0
000020037503,0.0,0,0,0,0,0,0,0,0,0,0,1
000009454667,0.0,0,0,0,0,0,0,0,0,0,0,1
000017694426,0.0,0,0,0,1,0,0,0,0,0,0,0
000005065909,0.0,0,0,0,0,1,0,0,0,0,0,0
000006132138,0.0,0,0,0,0,0,0,0,0,0,0,1
000009007180,0.0,0,0,0,0,1,0,0,0,0,0,0
000002513722,0.0,0,0,0,1,0,0,0,0,0,0,0
000000401978,0.0,0,0,0,0,1,0,0,0,0,0,0
000009525718,0.0,0,0,0,0,0,0,0,0,0,0,1
000016424492,0.0,0,0,0,0,1,0,0,0,0,0,0
000019899491,0.0,0,0,0,0,0,0,0,0,0,0,1
000016637437,0.0,0,0,0,0,1,0,0,0,0,0,0
000008630313,0.0,0,0,0,0,1,0,0,0,0,0,0
000003676803,0.0,0,0,0,0,0,0,0,0,0,0,1
000017993652,0.0,0,0,0,0,0,0,0,0,0,1,0
000017993679,0.0,0,0,0,0,0,0,0,0,0,1,0
000017993725,0.0,0,0,0,0,0,0,0,0,0,0,1
000017993733,0.0,0,0,0,1,0,0,0,0,0,0,0
000030132002,0.0,0,0,0,0,0,0,0,0,0,1,0
000034341099,0.0,0,0,0,1,0,0,0,0,0,0,0
000039975517,0.0,0,0,0,0,0,0,0,0,0,1,0
000002756919,0.0,0,0,0,0,0,0,0,0,0,0,1
000018612857,0.0,0,0,0,0,1,0,0,0,0,0,0
000005220610,0.0,0,0,0,0,0,0,0,1,0,0,0
000016456432,0.0,0,0,0,0,0,0,0,0,0,1,0
000010664394,0.0,0,0,0,0,1,0,0,0,0,0,0
000002474476,0.0,0,0,0,0,0,0,0,0,0,0,1
000005673437,0.0,0,0,0,1,0,0,0,0,0,0,0
000019145055,0.0,0,0,0,1,0,0,0,0,0,0,0
000017206774,0.0,0,0,0,0,1,0,0,0,0,0,0
000017206782,0.0,0,0,0,1,0,0,0,0,0,0,0
000028027329,0.0,0,0,0,1,0,0,0,0,0,0,0
000018360955,0.0,0,0,0,1,0,0,0,0,0,0,0
000018272282,0.0,0,0,0,1,0,0,0,0,0,0,0
000009920366,0.0,0,0,0,0,1,0,0,0,0,0,0
000009078495,0.0,0,0,0,0,0,0,0,0,0,0,1
000016539508,0.0,0,0,0,0,0,0,0,0,0,0,1
000020200730,0.0,0,0,0,1,0,0,0,0,0,0,0
000018518990,0.0,0,0,0,1,0,0,0,0,0,0,0
000012770817,0.0,0,0,0,0,0,0,0,0,0,0,1
000014637030,0.0,0,0,0,1,0,0,0,0,0,0,0
000001579487,0.0,0,0,0,0,0,0,0,0,0,0,1
000015557650,0.0,0,0,0,0,1,0,0,0,0,0,0
000001223151,0.0,0,0,0,0,0,0,0,0,0,0,1
000020520859,0.0,0,0,0,0,1,0,0,0,0,0,0
000017478294,0.0,0,0,0,0,1,0,0,0,0,0,0
000020337876,0.0,0,0,0,1,0,0,0,0,0,0,0
000020364059,0.0,0,0,0,1,0,0,0,0,0,0,0
000004977122,0.0,0,0,0,0,0,0,0,0,0,0,1
000017817323,0.0,0,0,0,1,0,0,0,0,0,0,0
000002653257,0.0,0,0,0,0,0,0,0,0,0,0,1
000002339242,0.0,0,0,0,0,0,0,0,0,0,0,1
000002605074,0.0,0,0,0,0,0,0,0,0,0,0,1
000016287630,0.0,0,0,0,0,1,0,0,0,0,0,0
000043661823,0.0,0,0,0,0,1,0,0,0,0,0,0
000016803140,0.0,0,0,0,0,0,0,0,0,0,0,1
000010673415,0.0,0,0,0,0,0,0,0,0,0,0,1
000019809913,0.0,0,0,0,0,0,0,0,0,0,0,1
000017031885,0.0,0,0,0,1,0,0,0,0,0,0,0
000037989022,0.0,0,0,0,1,0,0,0,0,0,0,0
000017888735,0.0,0,0,0,1,0,0,0,0,0,0,0
000000906611,0.0,0,0,0,0,0,0,0,0,0,0,1
000001053264,0.0,0,0,0,0,0,0,0,0,0,0,1
,0.0,0,0,0,1,0,0,0,0,0,0,0
000019314124,0.0,0,0,0,0,0,0,0,0,0,0,1
000000961175,0.0,0,0,0,1,0,0,0,0,0,0,0
000020068484,0.0,0,0,0,1,0,0,0,0,0,0,0
000017551013,0.0,0,0,0,0,1,0,0,0,0,0,0
000015950018,0.0,0,0,0,0,1,0,0,0,0,0,0
000017123267,0.0,0,0,0,0,1,0,0,0,0,0,0
000019204345,0.0,0,0,0,0,1,0,0,0,0,0,0
000008973059,0.0,0,0,0,1,0,0,0,0,0,0,0
000010746730,0.0,0,0,0,0,0,0,0,0,0,0,1
000002026449,0.0,0,0,0,0,0,0,0,0,0,0,1
000019605447,0.0,0,0,0,0,1,0,0,0,0,0,0
000003528898,0.0,0,0,0,0,1,0,0,0,0,0,0
000016770323,0.0,0,0,0,1,0,0,0,0,0,0,0
000008447969,0.0,0,0,0,1,0,0,0,0,0,0,0
000020358652,0.0,0,0,0,1,0,0,0,0,0,0,0
000019628366,0.0,0,0,0,0,1,0,0,0,0,0,0
000015875105,0.0,0,0,0,0,1,0,0,0,0,0,0
000018090362,0.0,0,0,0,1,0,0,0,0,0,0,0
000026597284,,0,0,0,0,0,0,0,0,0,0,0
000016474678,0.0,0,0,0,1,0,0,0,0,0,0,0
000017142881,0.0,0,0,0,1,0,0,0,0,0,0,0
000009911847,0.0,0,0,0,0,0,0,0,0,0,0,1
000019250665,0.0,0,0,0,1,0,0,0,0,0,0,0
000012311928,0.0,0,0,0,0,0,0,0,0,0,0,1
000010546286,0.0,0,0,0,1,0,0,0,0,0,0,0
000007504438,0.0,0,0,0,0,1,0,0,0,0,0,0
000019811357,0.0,0,0,0,1,0,0,0,0,0,0,0
000015027708,0.0,0,0,0,0,0,0,0,0,0,0,1
000003614832,0.0,0,0,0,0,1,0,0,0,0,0,0
000016270894,0.0,0,0,0,1,0,0,0,0,0,0,0
000016941543,0.0,0,0,0,1,0,0,0,0,0,0,0
000004544943,0.0,0,0,0,0,0,0,0,0,0,0,1
000016218426,0.0,0,0,0,0,0,0,0,0,0,0,1
000020071043,0.0,0,0,0,1,0,0,0,0,0,0,0
000017266939,0.0,0,0,0,1,0,0,0,0,0,0,0
000001613456,0.0,0,0,0,1,0,0,0,0,0,0,0
000018621244,0.0,0,0,0,1,0,0,0,0,0,0,0
000012743380,0.0,0,0,0,0,1,0,0,0,0,0,0
000013984500,0.0,0,0,0,0,1,0,0,0,0,0,0
000041212452,0.0,0,0,0,1,0,0,0,0,0,0,0
000008334501,0.0,0,0,0,0,1,0,0,0,0,0,0
000017956153,0.0,0,0,0,0,0,0,0,0,0,0,1
000005817870,0.0,0,0,0,0,0,0,0,0,0,0,1
000014603187,0.0,0,0,0,0,0,0,0,0,0,0,1
000012566632,0.0,0,0,0,0,0,0,0,0,0,0,1
000019701543,0.0,0,0,0,0,1,0,0,0,0,0,0
000017338859,0.0,0,0,0,0,1,0,0,0,0,0,0
000001888145,0.0,0,0,0,0,0,0,0,0,0,0,1
000008225729,0.0,0,0,0,0,0,0,0,0,0,0,1
000034031960,0.0,0,0,0,0,1,0,0,0,0,0,0
000015616258,0.0,0,0,0,0,0,0,0,0,0,0,1
000016963253,0.0,0,0,0,1,0,0,0,0,0,0,0
000012391735,0.0,0,0,0,1,0,0,0,0,0,0,0
000017331358,0.0,0,0,0,1,0,0,0,0,0,0,0
000020608993,0.0,0,0,0,0,1,0,0,0,0,0,0
000020364431,0.0,0,0,0,0,1,0,0,0,0,0,0
000006629881,0.0,0,0,0,0,0,0,0,0,0,0,1
000016512448,,0,0,0,0,0,0,0,0,0,0,0
000016268148,0.0,0,0,0,0,1,0,0,0,0,0,0
000000696374,0.0,0,0,0,0,0,0,0,0,0,0,1
000018869092,0.0,0,0,0,1,0,0,0,0,0,0,0
000003735214,0.0,0,0,0,1,0,0,0,0,0,0,0
000014735954,0.0,0,0,0,0,0,0,0,1,0,0,0
000000980153,0.0,0,0,0,0,0,0,0,0,0,0,1
000020415095,0.0,0,0,0,0,0,0,0,0,0,0,1
000013087800,0.0,0,0,0,0,0,0,0,0,0,0,1
000007801572,0.0,0,0,0,0,0,0,0,0,0,0,1
000008743959,0.0,0,0,0,0,0,0,1,0,0,0,0
000016626257,0.0,0,0,0,1,0,0,0,0,0,0,0
000019636121,0.0,0,0,0,1,0,0,0,0,0,0,0
000020053215,0.0,0,0,0,1,0,0,0,0,0,0,0
000005002583,0.0,0,0,0,0,1,0,0,0,0,0,0
000025707795,0.0,0,0,0,1,0,0,0,0,0,0,0
000015877027,0.0,0,0,0,0,1,0,0,0,0,0,0
000006258026,0.0,0,0,0,0,0,0,0,0,0,0,1
000018930522,0.0,0,0,0,1,0,0,0,0,0,0,0
000019857780,0.0,0,0,0,0,0,0,0,0,0,0,1
000016966201,0.0,0,0,0,0,1,0,0,0,0,0,0
000029259479,0.0,0,0,0,1,0,0,0,0,0,0,0
000018472834,0.0,0,0,0,1,0,0,0,0,0,0,0
000011914130,0.0,0,0,0,0,1,0,0,0,0,0,0
000001182757,0.0,0,0,0,0,0,0,0,0,0,0,1
000007691580,0.0,0,0,0,0,0,0,0,0,0,0,1
000020291795,0.0,0,0,0,0,0,0,0,0,0,0,1
000011792949,0.0,0,0,0,0,0,0,0,0,0,0,1
000002204207,0.0,0,0,0,0,0,0,0,0,0,0,1
000018069363,0.0,0,0,0,1,0,0,0,0,0,0,0
000014739593,0.0,0,0,0,0,1,0,0,0,0,0,0
000019631006,,0,0,0,0,0,0,0,0,0,0,0
000036368865,0.0,0,0,0,0,1,0,0,0,0,0,0
000019416857,0.0,0,0,0,0,1,0,0,0,0,0,0
000018018769,1.0,0,0,0,0,0,0,0,1,0,0,0
000003112349,0.0,0,0,0,1,0,0,0,0,0,0,0
000005072093,0.0,0,0,0,1,0,0,0,0,0,0,0
000018111114,0.0,0,0,0,0,0,0,0,0,0,0,1
000014443716,0.0,0,0,0,1,0,0,0,0,0,0,0
000013598678,0.0,0,0,0,0,0,0,0,0,0,0,1
000019210221,0.0,0,0,0,1,0,0,0,0,0,0,0
000010796150,0.0,0,0,0,0,1,0,0,0,0,0,0
000001205838,0.0,0,0,0,1,0,0,0,0,0,0,0
000016492676,0.0,0,0,0,1,0,0,0,0,0,0,0
000002138832,0.0,0,0,0,0,0,0,0,0,0,0,1
000016851323,0.0,0,0,0,0,1,0,0,0,0,0,0
000019415419,0.0,0,0,0,0,0,0,0,0,0,0,1
000005361370,0.0,0,0,0,0,0,0,0,0,0,0,1
000005256747,0.0,0,0,0,0,0,0,0,0,0,0,1
000020266979,0.0,0,0,0,1,0,0,0,0,0,0,0
000006938469,0.0,0,0,0,0,0,0,0,0,0,0,1
000019398824,0.0,0,0,0,0,0,0,0,0,0,0,1
000002064405,0.0,0,0,0,1,0,0,0,0,0,0,0
000006718655,0.0,0,0,0,0,0,0,0,0,0,0,1
000017472113,0.0,0,0,0,0,1,0,0,0,0,0,0
000018415806,0.0,0,0,0,1,0,0,0,0,0,0,0
000017461960,0.0,0,0,0,1,0,0,0,0,0,0,0
000017912458,0.0,0,0,0,0,1,0,0,0,0,0,0
000016902084,0.0,0,0,0,0,0,0,1,0,0,0,0
000009388192,0.0,0,0,0,0,0,0,0,0,0,0,1
000020429428,0.0,0,0,0,0,0,0,0,0,0,0,1
000019566719,0.0,0,0,0,0,0,0,0,0,0,0,1
000019708300,0.0,0,0,0,0,1,0,0,0,0,0,0
000004106016,0.0,0,0,0,0,0,0,0,0,0,0,1
000006858120,0.0,0,0,0,1,0,0,0,0,0,0,0
000007195788,0.0,0,0,0,0,0,0,0,0,0,0,1
000011345314,0.0,0,0,0,0,0,0,0,0,0,0,1
000007469837,0.0,0,0,0,0,0,0,0,0,0,0,1
000015594238,0.0,0,0,0,0,0,0,0,0,0,0,1
000011497629,0.0,0,0,0,0,0,0,0,0,0,0,1
000019479735,0.0,0,0,0,1,0,0,0,0,0,0,0
000017171504,0.0,0,0,0,0,0,0,0,1,0,0,0
000017171563,0.0,0,0,0,0,0,0,0,0,0,1,0
000037000403,0.0,0,0,0,1,0,0,0,0,0,0,0
000037074318,0.0,0,0,0,0,1,0,0,0,0,0,0
000037296728,0.0,0,0,0,1,0,0,0,0,0,0,0
000010516581,0.0,0,0,0,0,0,0,0,0,0,0,1
000015234916,0.0,0,0,0,0,0,0,0,0,0,0,1
000012216674,0.0,0,0,0,1,0,0,0,0,0,0,0
000011037954,0.0,0,0,0,0,0,1,0,0,0,0,0
000000398349,0.0,0,0,0,0,0,0,0,0,0,0,1
000017017173,0.0,0,0,0,0,0,0,0,0,0,1,0
000006289878,0.0,0,0,0,0,0,0,0,0,0,0,1
000019975570,0.0,0,0,0,0,0,0,0,0,0,1,0
000007870434,0.0,0,0,0,1,0,0,0,0,0,0,0
000019774303,0.0,0,0,0,0,0,0,0,0,0,0,1
000016888839,0.0,0,0,0,0,1,0,0,0,0,0,0
000010482156,0.0,0,0,0,1,0,0,0,0,0,0,0
000019590903,0.0,0,0,0,1,0,0,0,0,0,0,0
000020178301,0.0,0,0,0,1,0,0,0,0,0,0,0
000016176928,0.0,0,0,0,1,0,0,0,0,0,0,0
000017625092,0.0,0,0,0,0,1,0,0,0,0,0,0
000037285963,0.0,0,0,0,1,0,0,0,0,0,0,0
000019594704,0.0,0,0,0,1,0,0,0,0,0,0,0
000008758433,0.0,0,0,0,0,0,0,0,0,0,0,1
000005187451,0.0,0,0,0,0,0,0,0,0,0,0,1
000030854121,0.0,0,0,0,0,1,0,0,0,0,0,0
000030854148,0.0,0,0,0,1,0,0,0,0,0,0,0
000007207492,0.0,0,0,0,1,0,0,0,0,0,0,0
000019913192,0.0,0,0,0,1,0,0,0,0,0,0,0
000004721977,0.0,0,0,0,0,0,0,0,0,0,0,1
000012835331,0.0,0,0,0,0,0,0,0,0,0,0,1
000005250315,0.0,0,0,0,0,0,0,0,0,0,0,1
000012129585,0.0,0,0,0,0,1,0,0,0,0,0,0
000007587554,0.0,0,0,0,0,0,0,0,0,0,0,1
000015886115,0.0,0,0,0,1,0,0,0,0,0,0,0
000005120497,0.0,0,0,0,0,0,0,0,0,0,0,1
000008927367,0.0,0,0,0,0,0,0,0,0,0,0,1
000020136315,0.0,0,0,0,0,0,0,0,0,0,0,1
000003820114,0.0,0,0,0,0,0,0,0,0,0,0,1
000017178789,0.0,0,0,0,1,0,0,0,0,0,0,0
000011930829,0.0,0,0,0,0,0,0,0,0,0,0,1
000008883912,0.0,0,0,0,0,0,0,0,0,0,0,1
000012895474,0.0,0,0,0,0,0,0,0,0,0,0,1
000017517753,0.0,0,0,0,1,0,0,0,0,0,0,0
000004357124,0.0,0,0,0,0,0,0,0,0,0,0,1
000018568874,0.0,0,0,0,0,1,0,0,0,0,0,0
000020496753,0.0,0,0,0,1,0,0,0,0,0,0,0
000007611927,0.0,0,0,0,0,0,0,0,0,0,0,1
000017085764,0.0,0,0,0,1,0,0,0,0,0,0,0
000009854401,0.0,0,0,0,0,0,0,0,0,0,0,1
000019978693,0.0,0,0,0,1,0,0,0,0,0,0,0
000026787032,0.0,0,0,0,0,1,0,0,0,0,0,0
000027166074,0.0,0,0,0,1,0,0,0,0,0,0,0
000004677404,0.0,0,0,0,0,0,0,0,0,0,0,1
000015062317,0.0,0,0,0,0,0,0,0,0,0,0,1
000005037433,0.0,0,0,0,0,0,0,0,0,0,0,1
000019477090,0.0,0,0,0,1,0,0,0,0,0,0,0
000015052486,0.0,0,0,0,0,0,0,0,0,0,0,1
000015789519,0.0,0,0,0,1,0,0,0,0,0,0,0
000017997968,0.0,0,0,0,1,0,0,0,0,0,0,0
000005937299,0.0,0,0,0,1,0,0,0,0,0,0,0
000041557778,0.0,0,0,0,1,0,0,0,0,0,0,0
000001936638,0.0,0,0,0,0,0,0,0,0,0,0,1
000007981694,0.0,0,0,0,0,0,0,0,0,0,0,1
000015654532,0.0,0,0,0,0,0,0,0,0,0,0,1
000012447943,0.0,0,0,0,0,0,0,0,0,0,0,1
000015342204,0.0,0,0,0,0,0,0,0,0,0,0,1
000018814441,0.0,0,0,0,0,1,0,0,0,0,0,0
000032707940,0.0,0,0,0,1,0,0,0,0,0,0,0
000039270831,0.0,0,0,0,1,0,0,0,0,0,0,0
000008989230,0.0,0,0,0,1,0,0,0,0,0,0,0
000008174229,0.0,0,0,0,0,0,0,0,0,0,0,1
000019982860,0.0,0,0,0,0,0,0,0,0,0,0,1
000019526938,0.0,0,0,0,0,0,0,0,0,0,0,1
000035984694,0.0,0,0,0,1,0,0,0,0,0,0,0
000040298779,0.0,0,0,0,1,0,0,0,0,0,0,0
000040465780,0.0,0,0,0,1,0,0,0,0,0,0,0
000017528062,0.0,0,0,0,0,0,0,0,0,0,0,1
000019235518,0.0,0,0,0,0,0,1,0,0,0,0,0
000013221124,0.0,0,0,0,0,0,0,0,0,0,0,1
000015756068,0.0,0,0,0,0,0,0,0,0,0,0,1
000002021250,0.0,0,0,0,1,0,0,0,0,0,0,0
000017032970,0.0,0,0,0,1,0,0,0,0,0,0,0
000012071536,0.0,1,0,0,0,0,0,0,0,0,0,0
000006127754,0.0,0,0,0,0,0,0,0,0,0,0,1
000018688624,0.0,0,0,0,0,0,0,0,0,0,0,1
000001210971,0.0,0,0,0,1,0,0,0,0,0,0,0
000017939550,0.0,0,0,0,1,0,0,0,0,0,0,0
000014337037,0.0,0,0,0,0,0,0,0,0,0,0,1
000016659139,0.0,0,0,0,1,0,0,0,0,0,0,0
000008330018,0.0,0,0,0,0,0,0,0,0,0,0,1
000002251604,0.0,0,0,0,1,0,0,0,0,0,0,0
000010122389,0.0,0,0,0,0,0,0,0,0,0,0,1
000007491433,0.0,0,0,0,0,0,0,0,0,0,0,1
000016858972,0.0,0,0,0,0,1,0,0,0,0,0,0
000010828877,0.0,0,0,0,0,0,0,0,0,0,0,1
000009827145,0.0,0,0,0,0,0,0,0,0,0,0,1
000018910491,0.0,0,0,0,0,1,0,0,0,0,0,0
000019713819,0.0,0,0,0,1,0,0,0,0,0,0,0
000030967244,0.0,0,0,0,0,1,0,0,0,0,0,0
000019072627,0.0,0,0,0,1,0,0,0,0,0,0,0
000017358272,0.0,0,0,0,1,0,0,0,0,0,0,0
000029518423,0.0,0,0,0,0,1,0,0,0,0,0,0
000029518431,0.0,0,0,0,0,0,0,0,1,0,0,0
000019059353,0.0,0,0,0,1,0,0,0,0,0,0,0
000009881727,0.0,0,0,0,0,0,0,0,0,0,0,1
000009136398,0.0,0,0,0,0,0,0,0,0,0,0,1
000010664599,0.0,0,0,0,0,0,0,0,0,0,0,1
000018109616,0.0,0,0,0,1,0,0,0,0,0,0,0
,0.0,0,0,0,1,0,0,0,0,0,0,0
,0.0,0,0,0,0,1,0,0,0,0,0,0
,0.0,0,0,0,0,1,0,0,0,0,0,0
,0.0,0,0,0,0,0,0,0,0,0,0,1
,0.0,0,0,0,0,1,0,0,0,0,0,0
,0.0,0,0,0,0,0,0,0,0,0,0,1
000000258210,0.0,0,0,0,1,0,0,0,0,0,0,0
000000148326,0.0,0,0,0,0,0,0,0,0,0,0,1
000010763465,0.0,0,0,0,1,0,0,0,0,0,0,0
000021052433,0.0,0,0,0,0,1,0,0,0,0,0,0
000000135410,0.0,0,0,0,1,0,0,0,0,0,0,0
000006065708,0.0,0,0,0,1,0,0,0,0,0,0,0
000000058270,0.0,0,0,0,0,0,0,0,0,0,0,1
000000221031,0.0,0,0,0,1,0,0,0,0,0,0,0
000000226068,0.0,0,0,0,1,0,0,0,0,0,0,0
000020820100,0.0,0,0,0,0,1,0,0,0,0,0,0
000008934649,0.0,0,0,0,0,0,0,0,0,0,0,1
000020653832,0.0,0,0,0,0,1,0,0,0,0,0,0
000021071403,0.0,0,0,0,0,0,0,0,0,0,0,1
000013825496,0.0,0,0,0,0,0,0,0,0,0,0,1
000020686196,0.0,0,0,0,1,0,0,0,0,0,0,0
000020719299,0.0,0,0,0,0,0,0,0,0,0,0,1
000000267392,0.0,0,0,0,1,0,0,0,0,0,0,0
000000097004,0.0,0,0,0,1,0,0,0,0,0,0,0
000020621922,0.0,0,0,0,1,0,0,0,0,0,0,0
000035990325,,0,0,0,0,0,0,0,0,0,0,0
